loan_id,customer_id,book_id,loan_date,due_date,return_date
2140,1781,1,2022-05-18,2022-06-01,2022-05-30
3683,2175,2,2024-02-05,2024-02-19,2024-02-09
7256,809,1,2023-04-05,2023-04-19,2023-04-26
3257,2152,4,2024-06-30,2024-07-14,2024-07-18
3668,1703,1,2024-07-26,2024-08-16,2024-08-12
841,676,42,2024-01-07,2024-01-21,2024-01-11
5630,862,1,2024-10-21,2024-11-04,2024-10-30
2296,974,3,2023-05-13,2023-05-27,
4449,24,141,2024-04-14,2024-04-28,2024-04-23
9360,280,6,2023-02-16,2023-03-02,2023-03-02
1559,1870,1,2021-07-16,2021-07-30,2021-07-29
5365,689,1,2024-11-25,2024-12-09,2024-12-10
4258,110,2,2023-04-21,2023-05-05,2023-05-04
4469,693,2,2022-06-18,2022-07-02,
4477,59,14,2022-05-19,2022-06-02,2022-05-28
5166,2482,89,2024-10-14,2024-10-28,2024-10-18
6228,2710,17,2024-08-25,2024-09-15,
5616,2201,1,2022-05-15,2022-06-05,2022-05-26
8900,1299,34,2022-11-26,2022-12-10,2022-12-08
6560,1771,1,2023-08-17,2023-08-31,2023-08-30
3209,1211,1,2024-05-15,2024-06-05,2024-06-02
3877,1257,4,2024-03-22,2024-04-05,2024-03-29
5712,59,25,2024-12-15,2024-12-29,
1279,2450,2,2024-05-07,2024-05-21,2024-05-21
2933,1655,4,2024-08-24,2024-09-07,2024-09-07
5472,2557,6,2021-10-22,2021-11-05,2021-11-06
7477,2571,1,2023-08-15,2023-08-29,2023-08-21
2620,2571,2,2022-02-25,2022-03-11,2022-03-09
4870,666,6,2022-10-29,2022-11-12,2022-11-10
2325,1761,1,2024-03-16,2024-03-30,
6283,2764,6,2023-12-07,2023-12-21,2023-12-08
8384,1697,1,2024-07-18,2024-08-01,2024-07-20
8705,2010,2,2020-10-23,2020-11-06,2020-11-09
9020,495,1,2022-05-02,2022-05-16,2022-05-19
4608,1997,1,2024-02-22,2024-03-07,2024-03-02
1808,778,1,2022-08-18,2022-09-01,2022-08-21
328,565,2,2021-07-19,2021-08-02,
7048,2033,8,2024-10-26,2024-11-16,
7061,1991,2,2023-04-24,2023-05-08,2023-05-02
9416,232,14,2022-03-15,2022-03-29,
3201,2344,3,2024-08-11,2024-08-25,2024-08-23
491,41,1,2023-11-11,2023-11-25,2023-11-15
8602,2039,1,2024-07-03,2024-07-17,2024-07-17
2692,1720,1,2024-04-20,2024-05-04,2024-05-04
1349,2373,2,2023-02-22,2023-03-08,2023-03-12
3008,516,1,2024-11-30,2024-12-14,2024-12-08
5675,529,3,2024-10-25,2024-11-15,2024-11-06
8307,1595,2,2024-12-10,2024-12-24,2024-12-21
1957,1782,2,2023-07-24,2023-08-07,2023-09-11
8056,168,4,2022-06-09,2022-06-30,2022-06-20
2007,646,1,2023-12-03,2023-12-17,2023-12-14
3943,536,1,2024-01-01,2024-01-15,2024-01-21
6473,545,5,2023-09-11,2023-09-25,2023-09-21
1509,212,3,2024-05-25,2024-06-08,2024-05-28
3910,1603,4,2024-10-14,2024-10-28,2024-10-31
6264,2578,1,2024-09-19,2024-10-03,2024-11-06
7597,807,32,2024-02-29,2024-03-14,2024-03-18
4171,480,7,2024-02-23,2024-03-08,2024-03-07
8023,785,3,2024-09-12,2024-09-26,2024-09-16
230,410,1,2024-12-20,2025-01-03,
5595,960,2,2020-11-25,2020-12-09,2020-12-05
1109,1010,2,2022-09-24,2022-10-08,2022-10-14
6870,36,1,2021-09-08,2021-09-22,2021-09-10
4424,301,1,2024-07-03,2024-07-17,2024-07-21
5788,2450,1,2024-12-13,2025-01-03,
2119,1715,61,2022-11-03,2022-11-24,2022-11-08
3106,2164,6,2023-12-18,2024-01-08,
6651,1056,48,2024-11-14,2024-11-28,2024-11-15
1990,1590,17,2024-10-22,2024-11-12,2024-10-25
4640,1234,1,2024-09-10,2024-09-24,2024-09-23
20,1269,73,2023-07-04,2023-07-18,2023-07-22
3890,2211,79,2023-09-07,2023-09-21,2023-10-10
2513,1390,1,2023-05-10,2023-05-24,2023-05-14
2973,170,1,2024-10-01,2024-10-22,2024-10-14
3913,1269,1,2022-01-27,2022-02-10,2022-02-13
3996,1753,5,2022-12-18,2023-01-01,2022-12-24
9444,1507,2,2024-08-25,2024-09-08,
5544,2089,2,2024-07-08,2024-07-22,2024-07-15
4009,1909,2,2023-02-10,2023-02-24,2023-02-19
7821,2115,4,2024-05-31,2024-06-14,2024-06-14
4698,802,5,2024-11-20,2024-12-04,2024-12-03
372,404,11,2024-01-21,2024-02-04,2024-01-26
6994,2612,1,2020-10-29,2020-11-12,2020-11-03
2540,71,44,2024-07-10,2024-07-24,
7204,2268,2,2024-07-21,2024-08-04,
8944,1643,1,2022-10-10,2022-10-31,2022-10-17
7487,1451,6,2022-10-06,2022-10-20,2022-10-22
9026,1735,1,2024-11-05,2024-11-19,
2778,958,2,2023-04-14,2023-05-05,2023-04-19
7829,2768,7,2024-09-15,2024-09-29,
2451,1914,6,2022-10-23,2022-11-06,2022-10-24
5494,2151,7,2024-08-31,2024-09-14,2024-09-07
274,2278,3,2024-11-23,2024-12-07,2025-01-19
3170,2019,37,2024-07-31,2024-08-14,2024-08-13
4308,1553,2,2024-11-22,2024-12-06,2024-12-08
6379,1528,5,2024-09-22,2024-10-06,2024-10-04
4728,1098,5,2024-09-27,2024-10-11,2024-10-06
6604,2242,6,2024-11-26,2024-12-10,2024-11-30
860,831,1,2020-12-01,2020-12-15,2020-12-17
9115,2146,94,2021-10-27,2021-11-10,
8542,1107,3,2021-07-31,2021-08-14,
3711,2139,1,2024-08-15,2024-08-29,2024-08-17
5555,498,17,2020-08-20,2020-09-03,2020-09-06
2193,1255,1,2022-08-29,2022-09-12,2022-09-02
3810,1167,2,2024-04-26,2024-05-10,2024-05-08
7379,969,1,2023-11-06,2023-11-20,2023-11-14
348,2240,1,2024-11-22,2024-12-06,2024-12-11
1189,464,2,2023-01-16,2023-01-30,2023-01-17
894,223,1,2021-09-21,2021-10-05,2021-09-23
3238,1558,2,2023-01-03,2023-01-17,2023-01-21
8000,1461,2,2021-11-01,2021-11-15,2021-11-19
8243,1439,8,2024-07-30,2024-08-13,
1819,1796,4,2022-04-06,2022-04-20,2022-05-26
7250,452,3,2022-11-23,2022-12-07,2022-12-13
3224,1776,1,2022-08-17,2022-08-31,2022-08-24
4328,934,5,2021-10-20,2021-11-10,2021-11-16
480,805,2,2024-04-12,2024-04-26,2024-04-17
1944,1351,1,2021-06-13,2021-06-27,2021-06-20
1762,2436,7,2023-12-03,2023-12-17,2023-12-21
3547,1663,1,2024-02-16,2024-03-08,2024-02-20
1138,758,1,2024-02-06,2024-02-20,2024-02-22
8994,1913,13,2024-06-27,2024-07-11,2024-07-09
2319,69,2,2024-06-06,2024-06-20,
1589,1010,1,2024-10-13,2024-10-27,2024-10-23
8026,97,3,2024-03-29,2024-04-12,2024-04-16
5257,2349,1,2021-10-02,2021-10-23,2021-10-20
2829,1499,3,2024-12-25,2025-01-08,
6537,1485,1,2021-03-09,2021-03-23,2021-03-24
1072,982,1,2022-09-24,2022-10-08,2022-10-13
991,1061,10,2023-11-13,2023-11-27,2023-11-27
1900,1976,32,2023-02-03,2023-02-17,2023-02-06
8370,470,1,2023-07-30,2023-08-20,2023-08-23
7622,1272,19,2024-12-20,2025-01-03,
4638,455,4,2024-07-28,2024-08-11,2024-08-07
2722,2340,1,2022-06-21,2022-07-05,2022-06-27
2001,1623,2,2023-06-04,2023-06-18,2023-06-14
1142,2759,6,2023-09-13,2023-09-27,2023-09-21
7745,1681,9,2024-03-02,2024-03-23,
4197,234,1,2021-02-28,2021-03-14,2021-03-03
679,103,3,2022-11-01,2022-11-15,2022-11-15
4745,1226,1,2021-06-13,2021-06-27,
7578,2083,1,2024-06-28,2024-07-12,
6372,1632,1,2023-07-02,2023-07-16,2023-07-06
908,800,1,2023-02-26,2023-03-12,2023-03-10
7767,2635,2,2023-07-25,2023-08-08,2023-09-03
6770,1844,1,2023-05-22,2023-06-05,2023-06-11
9452,2428,2,2022-09-24,2022-10-08,2022-09-25
1533,1199,6,2024-12-07,2024-12-21,2024-12-18
3040,193,8,2024-10-03,2024-10-17,
9427,1035,5,2020-03-27,2020-04-10,2020-04-04
6732,1842,3,2024-10-14,2024-10-28,2024-11-01
7897,995,1,2023-03-12,2023-03-26,2023-03-30
7263,69,5,2021-08-24,2021-09-07,2021-08-29
2038,423,8,2021-01-26,2021-02-09,2021-02-02
5515,2272,30,2024-03-24,2024-04-14,2024-03-29
7090,2115,1,2024-05-23,2024-06-06,2024-06-06
8262,1345,1,2023-09-17,2023-10-01,2023-09-21
1656,982,1,2024-08-21,2024-09-04,2024-09-04
2616,1191,3,2023-08-19,2023-09-02,2023-10-06
9588,1191,3,2023-08-19,2023-09-02,2023-10-06
9589,1056,1,2023-11-20,2023-12-04,2023-11-30
875,1025,1,2021-01-01,2021-01-22,2021-01-24
6526,341,2,2023-11-22,2023-12-06,
7271,1357,69,2024-07-09,2024-07-23,2024-07-21
8170,2001,1,2024-09-14,2024-09-28,2024-09-16
1285,346,1,2024-11-17,2024-12-01,2024-11-20
5565,1085,2,2022-09-20,2022-10-04,2022-10-11
2254,387,2,2022-03-21,2022-04-04,2022-03-31
8429,1253,1,2024-11-21,2024-12-12,2024-12-13
2515,2609,1,2022-10-09,2022-10-30,2022-10-12
2900,1206,18,2024-03-25,2024-04-08,2024-03-28
849,259,1,2021-09-19,2021-10-03,2021-09-27
6495,2086,17,2024-07-18,2024-08-01,2024-07-22
6011,511,1,2024-03-12,2024-03-26,
2520,504,5,2024-12-23,2025-01-06,
7629,386,12,2024-03-07,2024-03-21,2024-03-28
8641,52,1,2022-02-20,2022-03-06,2022-02-28
5329,2504,1,2024-08-29,2024-09-12,2024-09-11
1938,336,14,2023-06-19,2023-07-03,2023-07-16
3189,854,1,2023-09-28,2023-10-12,2023-10-08
736,501,1,2024-12-08,2024-12-22,2024-12-28
4393,814,74,2023-04-03,2023-04-17,2023-04-23
7673,1178,5,2024-04-22,2024-05-06,2024-05-03
2295,677,1,2024-04-19,2024-05-03,2024-04-23
7593,459,1,2023-12-18,2024-01-01,2024-01-06
8804,975,1,2024-11-28,2024-12-12,
5508,454,1,2023-02-14,2023-02-28,2023-02-19
8694,771,2,2022-11-04,2022-11-18,2022-11-15
2947,763,98,2024-07-29,2024-08-12,2024-09-08
7355,602,1,2024-10-06,2024-10-20,2024-10-10
4343,507,1,2024-11-04,2024-11-18,2024-11-09
2129,982,3,2024-12-05,2024-12-19,2024-12-08
5978,2401,1,2023-10-30,2023-11-13,2023-11-14
6912,2369,2,2024-12-10,2024-12-24,2024-12-25
2987,91,1,2023-08-09,2023-08-30,2023-08-10
4413,2140,1,2024-11-26,2024-12-10,2024-12-07
5241,935,1,2022-11-21,2022-12-05,2022-12-20
2862,1306,2,2021-09-20,2021-10-04,2021-09-25
4535,1006,1,2024-09-07,2024-09-28,
7069,1015,9,2024-09-27,2024-10-11,2024-10-06
4325,812,1,2024-03-09,2024-03-30,2024-03-23
8242,830,4,2024-05-10,2024-05-24,2024-05-17
2810,471,8,2022-11-21,2022-12-05,2022-12-02
483,583,63,2024-07-20,2024-08-03,
8035,960,1,2021-03-03,2021-03-17,2021-03-23
1880,1992,1,2023-01-30,2023-02-13,2023-02-13
3353,895,4,2024-09-30,2024-10-14,2024-10-15
154,1369,78,2024-07-29,2024-08-12,2024-08-13
3766,1343,2,2024-12-07,2024-12-21,2024-12-12
5961,298,1,2023-01-10,2023-01-24,2023-01-27
643,161,36,2024-06-01,2024-06-15,2024-06-11
7350,209,5,2023-04-07,2023-04-21,2023-05-01
8333,2515,1,2022-02-24,2022-03-10,
5521,857,2,2024-10-14,2024-10-28,
2061,398,1,2024-10-04,2024-10-18,2024-10-13
4400,2305,131,2023-04-11,2023-04-25,2023-04-15
1304,2052,2,2023-12-03,2023-12-17,2023-12-20
1148,2054,2,2024-07-12,2024-07-26,2024-07-15
770,2351,11,2024-12-01,2024-12-15,2024-12-17
6845,495,1,2024-01-23,2024-02-06,2024-01-24
2453,166,4,2023-02-21,2023-03-07,2023-02-27
9355,5,56,2021-01-22,2021-02-05,
1811,911,91,2024-09-03,2024-09-17,2024-09-08
3857,667,1,2024-05-03,2024-05-17,2024-05-11
4503,2259,9,2024-07-29,2024-08-12,2024-08-02
5079,570,1,2020-05-24,2020-06-07,2020-06-13
4587,1184,1,2024-03-16,2024-03-30,2024-04-29
9394,2184,15,2023-11-25,2023-12-09,2023-12-10
321,1488,11,2021-07-07,2021-07-28,2021-07-29
228,568,64,2024-01-11,2024-01-25,2024-01-16
4583,2252,1,2024-08-03,2024-08-17,2024-08-06
7734,1553,4,2023-05-09,2023-05-23,2023-05-19
405,219,3,2023-11-27,2023-12-11,2023-12-16
6511,1797,1,2020-02-25,2020-03-10,2020-03-11
2835,411,2,2024-06-10,2024-07-01,2024-06-15
1024,191,91,2024-01-05,2024-01-19,2024-01-13
7951,260,1,2024-07-17,2024-07-31,2024-07-25
8322,1746,1,2023-09-18,2023-10-02,2023-09-22
1133,994,8,2022-06-02,2022-06-16,2022-06-09
572,275,49,2024-10-01,2024-10-15,2024-10-14
3448,1244,7,2021-04-29,2021-05-20,2021-05-09
8395,327,4,2022-12-19,2023-01-02,2023-01-09
8336,908,2,2022-04-17,2022-05-01,
1953,337,2,2022-04-18,2022-05-02,2022-04-29
2100,2782,1,2020-03-09,2020-03-23,2020-03-12
244,1423,1,2024-08-30,2024-09-13,2024-09-15
6706,1339,10,2021-07-30,2021-08-13,2021-08-04
7872,866,1,2023-04-25,2023-05-16,2023-06-20
8190,2106,6,2022-08-20,2022-09-03,2022-08-31
1655,2558,1,2022-01-04,2022-01-18,2022-01-10
213,1211,3,2023-11-26,2023-12-10,2023-12-14
7234,800,4,2023-09-15,2023-09-29,
316,2713,2,2024-02-11,2024-02-25,2024-02-12
3781,1148,6,2024-05-14,2024-05-28,2024-06-01
8040,239,1,2023-01-13,2023-01-27,2023-01-21
9510,1234,1,2024-09-10,2024-09-24,2024-09-23
2951,2473,5,2021-03-17,2021-03-31,2021-03-20
5667,1527,3,2022-09-16,2022-09-30,
1702,2163,1,2024-01-19,2024-02-02,2024-02-13
8286,2313,2,2021-01-13,2021-01-27,2021-01-21
9077,559,7,2024-08-09,2024-08-23,
8670,163,34,2021-03-16,2021-03-30,2021-03-23
2824,1331,17,2020-02-29,2020-03-14,2020-03-17
6590,1304,13,2021-10-15,2021-10-29,2021-10-17
4534,1124,1,2024-05-23,2024-06-06,2024-05-28
2354,1692,3,2024-05-18,2024-06-01,
9015,180,2,2023-12-11,2023-12-25,2023-12-21
7222,1631,6,2023-05-06,2023-05-20,2023-05-27
3337,2469,3,2024-08-07,2024-08-21,2024-08-24
3732,957,4,2024-07-05,2024-07-19,2024-07-06
8640,615,177,2024-10-23,2024-11-06,2024-10-26
2929,1650,8,2023-04-15,2023-05-06,2023-05-07
3307,2690,3,2024-10-30,2024-11-13,2024-11-17
584,1491,26,2024-09-10,2024-09-09,2024-09-21
5040,1615,7,2022-11-08,2022-11-22,2022-11-19
956,118,13,2024-10-29,2024-11-12,2024-10-30
570,391,151,2024-02-04,2024-02-18,2024-02-24
3750,2449,1,2023-12-31,2024-01-14,2024-01-01
834,1368,1,2022-10-29,2022-11-12,2022-11-06
8057,1694,2,2023-09-26,2023-10-10,2023-10-11
3370,1582,2,2024-03-20,2024-04-03,2024-03-25
350,977,1,2024-06-09,2024-06-30,2024-06-18
6017,954,1,2022-07-09,2022-07-23,2022-07-25
2690,2250,1,2024-05-23,2024-06-06,2024-06-01
2910,276,13,2023-09-16,2023-10-07,2023-11-04
820,57,2,2023-06-11,2023-06-25,2023-07-01
8392,933,3,2024-04-26,2024-05-10,2024-05-16
8080,2373,1,2022-03-26,2022-04-09,2022-04-11
2739,1390,2,2024-02-18,2024-03-03,
3723,14,2,2024-07-17,2024-07-31,2024-07-23
1860,2039,1,2024-04-18,2024-05-02,2024-04-19
7280,2739,2,2021-10-20,2021-11-03,2021-10-24
8305,1827,6,2022-09-06,2022-09-20,2022-09-18
822,1374,5,2022-05-07,2022-05-21,2022-07-04
4872,1228,1,2024-09-04,2024-09-18,2024-09-11
1710,552,1,2021-03-25,2021-04-08,2021-04-07
9594,2542,1,2023-06-05,2023-06-26,2023-06-22
6703,1005,4,2024-05-16,2024-05-30,2024-05-19
2410,2649,1,2024-01-05,2024-01-19,2024-01-07
6295,2211,27,2023-05-31,2023-06-14,2023-06-06
9258,24,1,2024-08-12,2024-08-26,2024-08-25
9019,2791,67,2022-04-21,2022-05-05,
1520,1602,2,2023-03-03,2023-03-24,2023-03-14
4280,2219,1,2022-04-17,2022-05-01,2022-04-30
233,1336,7,2021-04-21,2021-05-05,
4367,36,48,2024-08-05,2024-08-19,2024-09-10
4741,1847,2,2024-10-27,2024-11-10,2024-11-11
6533,653,5,2024-02-18,2024-03-03,2024-03-02
7968,2035,1,2023-03-25,2023-04-08,2023-03-30
45,538,7,2024-03-08,2024-03-22,2024-03-17
8348,562,2,2023-10-01,2023-10-15,2023-10-15
1733,913,13,2024-12-22,2025-01-05,
9083,444,2,2022-03-08,2022-03-22,2022-03-28
2245,279,41,2021-05-11,2021-05-25,
6664,1671,1,2023-10-17,2023-11-07,2023-11-06
524,2316,1,2024-05-11,2024-05-25,2024-05-17
5326,2486,22,2024-07-05,2024-07-19,2024-07-06
9239,2623,1,2020-08-21,2020-09-04,
7323,444,2,2024-09-13,2024-09-27,2024-09-20
6776,1419,2,2023-08-26,2023-09-09,2023-09-08
3545,608,2,2024-05-17,2024-06-07,2024-06-10
4259,440,1,2024-08-06,2024-08-20,2024-08-14
6645,83,12,2023-05-04,2023-05-18,2023-05-11
2892,1510,6,2024-08-04,2024-08-18,2024-08-16
6681,2767,1,2022-01-09,2022-01-23,2022-01-21
7100,1475,1,2024-04-17,2024-05-01,
2190,1373,1,2021-06-26,2021-07-10,2021-07-04
5968,2545,3,2022-10-27,2022-11-10,2022-11-12
4110,826,1,2024-11-12,2024-11-26,2024-11-18
7367,2147,2,2021-03-04,2021-03-18,2021-03-18
848,1742,1,2022-04-14,2022-04-28,2022-04-16
1474,1545,3,2022-02-28,2022-03-14,2022-03-01
4055,250,3,2024-03-20,2024-04-03,2024-03-26
5098,1142,1,2024-08-11,2024-08-25,2024-08-28
8516,113,1,2023-11-04,2023-11-18,2023-11-27
678,1235,2,2024-01-19,2024-02-09,2024-02-08
5223,1161,27,2023-11-02,2023-11-16,2023-11-17
5462,2243,3,2021-07-12,2021-07-26,2021-07-14
2523,450,2,2024-02-09,2024-03-01,2024-03-05
8271,2668,2,2021-11-13,2021-11-27,2022-01-09
50,773,1,2020-03-20,2020-04-03,2020-04-07
5553,2247,1,2023-11-18,2023-12-02,2023-12-05
9238,2352,1,2022-05-25,2022-06-08,2022-06-15
7756,1886,1,2024-10-22,2024-11-05,2024-10-28
6457,1178,1,2024-07-19,2024-08-02,2024-08-02
5659,1891,1,2024-11-14,2024-11-28,2024-11-15
6225,2687,3,2024-12-12,2024-12-26,
6946,267,12,2022-07-07,2022-07-21,2022-07-14
6351,1332,1,2021-02-21,2021-03-07,
8435,2643,1,2023-04-14,2023-04-28,2023-04-30
6823,52,16,2023-07-20,2023-08-03,2023-07-24
2944,2199,5,2021-06-25,2021-07-09,2021-06-29
582,317,1,2022-02-24,2022-03-10,
1344,978,1,2024-06-23,2024-07-07,2024-07-11
2842,54,1,2024-02-22,2024-03-07,2024-03-09
4522,576,2,2021-10-13,2021-10-27,2021-10-28
5025,1798,8,2022-08-02,2022-08-16,2022-08-08
1347,2623,2,2024-06-06,2024-06-20,2024-06-21
5694,2006,61,2024-12-24,2025-01-07,
6762,330,2,2024-06-12,2024-06-26,2024-06-22
6055,2766,1,2023-06-13,2023-06-27,2023-06-25
6636,2289,29,2023-12-30,2024-01-13,2024-01-17
5212,1766,9,2024-09-06,2024-09-20,2024-09-18
6349,2287,1,2024-12-16,2024-12-30,
3806,1678,1,2022-11-15,2022-11-29,
6490,715,1,2021-04-06,2021-04-20,2021-04-26
7024,2628,3,2023-10-28,2023-11-11,2023-10-30
1443,1766,5,2024-08-06,2024-08-27,2024-08-24
5905,2351,1,2024-09-03,2024-09-17,2024-09-26
8934,31,84,2024-02-26,2024-03-11,2024-03-01
4474,2632,2,2021-07-26,2021-08-09,2021-08-11
9143,461,2,2022-11-03,2022-11-17,2022-11-06
5666,2349,4,2024-07-19,2024-08-02,2024-08-07
7634,682,1,2024-04-10,2024-04-24,2024-04-11
7886,70,16,2023-04-09,2023-04-23,2023-04-13
8433,860,1,2022-10-14,2022-10-28,2022-10-16
7155,1134,1,2022-10-24,2022-11-07,2022-10-31
37,935,160,2021-04-21,2021-05-05,2021-04-30
6920,536,2,2024-08-04,2024-08-25,2024-08-28
4216,1936,1,2024-01-15,2024-01-29,2024-02-05
5736,1108,56,2022-09-16,2022-09-30,2022-10-05
2516,2200,2,2022-03-10,2022-03-24,2022-04-04
694,1321,6,2024-02-19,2024-03-04,2024-02-28
2401,2070,1,2022-02-25,2022-03-11,2022-03-01
4796,1759,1,2023-11-04,2023-11-18,2023-11-22
3013,1616,1,2024-07-15,2024-08-05,2024-07-18
5895,777,4,2021-04-20,2021-05-04,2021-05-07
3685,871,1,2024-08-28,2024-09-11,2024-09-04
9290,2185,2,2023-04-30,2023-05-14,2023-05-13
3629,1628,49,2024-03-24,2024-04-07,2024-04-13
7371,1221,1,2024-09-14,2024-09-28,2024-09-25
6693,242,1,2022-02-24,2022-03-10,2022-03-05
8003,1993,2,2023-03-11,2023-03-25,2023-03-15
1895,1510,3,2022-09-08,2022-09-22,2022-09-18
505,1522,1,2022-03-29,2022-04-12,2022-04-17
203,2358,1,2021-12-12,2021-12-26,2021-12-24
7920,1254,6,2023-04-19,2023-05-03,2023-04-22
5629,2230,5,2024-10-24,2024-11-07,2024-11-01
6808,510,1,2023-11-01,2023-11-22,2023-11-21
7606,193,1,2024-06-06,2024-06-20,2024-06-12
4425,2084,2,2021-12-21,2022-01-04,2022-01-12
2399,1171,4,2024-09-28,2024-10-12,2024-10-15
8015,938,1,2020-08-11,2020-08-25,2020-08-26
8801,1489,15,2024-10-14,2024-10-28,2024-10-21
9254,2386,32,2021-12-10,2021-12-24,2021-12-21
1660,2556,2,2024-05-01,2024-05-15,
4064,1954,3,2024-05-02,2024-05-16,2024-06-21
6179,2797,1,2024-02-15,2024-02-29,2024-03-05
4397,1814,6,2024-11-28,2024-12-12,2024-12-08
8219,187,1,2021-06-28,2021-07-12,2021-07-19
1672,1659,1,2020-09-26,2020-10-17,2020-10-16
5251,2115,1,2024-08-19,2024-09-02,2024-08-28
5436,1258,3,2024-07-13,2024-07-27,2024-07-21
6454,201,1,2021-11-30,2021-12-14,2021-12-04
116,1501,2,2021-02-19,2021-03-05,2021-02-22
762,1715,2,2023-09-30,2023-10-21,2023-10-20
5340,2711,7,2022-09-04,2022-09-18,2022-09-08
2415,1825,14,2022-09-19,2022-10-03,2022-09-22
8736,755,12,2021-10-04,2021-10-18,2021-10-23
3833,659,5,2024-08-11,2024-08-25,2024-08-24
3638,1072,1,2023-11-25,2023-12-09,2023-12-10
7439,1506,13,2024-07-12,2024-08-02,2024-09-02
3573,731,2,2023-07-31,2023-08-14,2023-08-11
6322,159,2,2024-06-23,2024-07-07,2024-08-02
6613,1845,1,2022-03-20,2022-04-03,2022-03-23
2114,788,2,2023-06-30,2023-07-21,2023-07-19
2931,1513,10,2020-12-06,2020-12-27,2020-12-30
8667,1922,15,2024-03-13,2024-03-27,2024-03-17
996,2520,108,2022-10-21,2022-11-04,2022-10-30
3822,1422,2,2024-09-24,2024-10-08,2024-10-14
6452,2159,2,2024-03-16,2024-03-30,2024-05-10
1397,1983,1,2023-05-11,2023-05-25,2023-05-31
8911,832,12,2023-01-14,2023-01-28,2023-01-18
4643,1124,1,2024-02-13,2024-02-27,2024-03-03
9154,417,1,2022-07-15,2022-08-05,2022-07-17
4965,1897,1,2022-10-30,2022-11-13,
8713,715,1,2023-11-10,2023-11-24,2023-11-24
343,2710,71,2024-07-22,2024-08-05,2024-07-30
2695,1160,19,2021-08-26,2021-09-09,2021-09-07
3163,1859,1,2021-05-06,2021-05-20,2021-05-18
6931,1350,1,2020-12-29,2021-01-12,2021-01-14
1274,316,59,2024-12-01,2024-12-15,2024-12-12
1784,2170,2,2024-09-08,2024-09-22,2024-09-12
6159,2119,3,2024-01-09,2024-01-30,2024-02-03
8771,2253,1,2021-04-13,2021-04-27,2021-04-22
3190,2649,9,2024-01-20,2024-02-03,2024-02-02
3443,2191,2,2023-11-10,2023-11-24,2023-11-12
1002,136,95,2022-03-09,2022-03-23,2022-03-21
5491,1364,28,2024-09-16,2024-09-30,2024-09-18
8693,1095,38,2021-11-25,2021-12-09,2021-12-01
9587,1686,2,2024-10-17,2024-10-31,2024-11-02
4624,618,7,2020-11-03,2020-11-17,2020-11-11
3405,1087,1,2024-11-27,2024-12-11,2024-12-12
4976,289,5,2023-04-13,2023-04-27,2023-05-03
8265,2336,8,2024-01-27,2024-02-10,2024-02-15
1299,2395,1,2023-02-13,2023-02-27,2023-02-19
8896,1015,68,2022-12-05,2022-12-19,2022-12-07
1856,1704,10,2024-01-09,2024-01-23,2024-01-22
7459,2301,1,2024-11-04,2024-11-18,
655,2126,3,2023-07-18,2023-08-01,2023-07-27
7216,69,1,2022-12-26,2023-01-09,2023-01-05
9550,1987,1,2022-09-29,2022-10-13,2022-10-19
9438,838,1,2021-09-18,2021-10-02,2021-09-23
8331,612,2,2021-09-29,2021-10-13,2021-10-09
6479,1758,37,2024-10-07,2024-10-21,2024-10-19
3366,993,6,2024-05-25,2024-06-08,2024-06-09
7935,2414,1,2024-05-05,2024-05-19,2024-05-21
2044,1854,38,2024-11-03,2024-11-17,2024-11-10
7711,59,1,2023-06-05,2023-06-19,2023-06-11
9068,316,1,2024-01-28,2024-02-11,
2960,2684,4,2023-04-15,2023-04-29,2023-04-19
8109,236,3,2021-02-03,2021-02-17,2021-02-16
6348,838,2,2024-08-24,2024-09-07,2024-08-25
1947,832,1,2022-09-05,2022-09-26,2022-09-24
302,270,4,2020-11-27,2020-12-11,2020-12-07
5463,955,1,2024-02-28,2024-03-13,2024-03-03
1904,1991,1,2022-01-28,2022-02-11,2022-02-27
2065,2655,12,2023-08-09,2023-08-30,2023-09-04
6863,553,2,2020-02-11,2020-02-25,2020-02-18
8062,802,4,2023-08-26,2023-09-09,2023-09-02
4243,1661,5,2022-05-25,2022-06-08,2022-06-04
6082,1729,1,2024-11-10,2024-11-24,2024-11-14
3051,105,1,2024-09-21,2024-10-05,
6254,475,1,2022-05-01,2022-05-15,2022-05-16
6304,2633,24,2024-01-08,2024-01-22,2024-01-12
1576,746,2,2021-08-21,2021-09-04,2021-08-29
1508,809,7,2022-11-18,2022-12-02,
8851,1801,5,2024-04-06,2024-04-20,2024-04-07
8192,2377,1,2024-10-13,2024-10-27,2024-10-24
4389,483,4,2024-08-13,2024-08-27,2024-08-14
391,691,7,2022-07-25,2022-08-08,2022-09-06
1087,2023,2,2022-07-07,2022-07-21,2022-07-11
9261,1147,12,2024-11-09,2024-11-23,2024-11-16
4848,685,1,2024-06-18,2024-07-02,2024-07-04
8509,464,11,2021-06-20,2021-07-04,2021-06-28
1550,205,9,2024-11-17,2024-12-01,2024-11-21
5099,2055,41,2021-10-02,2021-10-23,2021-10-26
7552,1888,1,2024-09-13,2024-09-27,2024-09-26
7158,1412,52,2024-04-19,2024-05-03,2024-04-25
4707,673,2,2023-12-04,2023-12-18,2023-12-25
8730,814,6,2024-04-14,2024-04-28,2024-04-20
5928,1200,1,2023-08-23,2023-08-21,2023-09-13
